Date,interest,vacancy,cpi,price,value,adj_price,adj_value
11/16/2019,3.75,6.4,257.788,270000,292141.0932,104737.2259,113326.1025
11/23/2019,3.66,6.4,257.788,271000,292141.0932,105125.1416,113326.1025
12/7/2019,3.68,6.4,258.263,268000,293880.5979,103770.1878,113791.212
12/14/2019,3.73,6.4,258.263,264900,293880.5979,102569.861,113791.212
12/21/2019,3.73,6.4,258.263,267800,293880.5979,103692.7473,113791.212
12/28/2019,3.74,6.4,258.263,262450,293880.5979,101621.2156,113791.212
1/4/2020,3.72,6.6,258.682,274100,295067.7364,105960.2137,114065.8169
1/11/2020,3.64,6.6,258.682,265000,295067.7364,102442.381,114065.8169
1/18/2020,3.65,6.6,258.682,265000,295067.7364,102442.381,114065.8169
1/25/2020,3.6,6.6,258.682,260000,295067.7364,100509.5059,114065.8169
2/1/2020,3.51,6.6,258.682,260000,297701.2851,100509.5059,115083.881
2/8/2020,3.45,6.6,259.007,269900,297701.2851,104205.6778,114939.4746
2/15/2020,3.47,6.6,259.007,265900,297701.2851,102661.318,114939.4746
2/22/2020,3.49,6.6,259.007,268000,297701.2851,103472.1069,114939.4746
2/29/2020,3.45,6.6,259.007,265000,297701.2851,102313.8371,114939.4746
3/7/2020,3.29,6.6,258.165,272250,301294.9986,105455.8131,116706.3694
3/14/2020,3.36,6.6,258.165,279000,301294.9986,108070.4201,116706.3694
3/21/2020,3.65,6.6,258.165,279000,301294.9986,108070.4201,116706.3694
3/28/2020,3.5,6.6,258.165,300000,301294.9986,116204.7528,116706.3694
4/4/2020,3.33,5.7,256.094,287376,303084.1821,112215.046,118348.8024
4/11/2020,3.33,5.7,256.094,280000,303084.1821,109334.8536,118348.8024
4/18/2020,3.31,5.7,256.094,287750,303084.1821,112361.0862,118348.8024
4/25/2020,3.33,5.7,256.094,298000,303084.1821,116363.5228,118348.8024
5/2/2020,3.23,5.7,256.094,295000,303796.3044,115192.0779,118626.8731
5/9/2020,3.26,5.7,255.944,288779,303796.3044,112828.9782,118696.3962
5/16/2020,3.28,5.7,255.944,285000,303796.3044,111352.4834,118696.3962
5/23/2020,3.24,5.7,255.944,280000,303796.3044,109398.931,118696.3962
5/30/2020,3.15,5.7,255.944,284950,303796.3044,111332.9478,118696.3962
6/6/2020,3.18,5.7,257.217,290000,304883.0439,112745.2696,118531.4516
6/13/2020,3.21,5.7,257.217,292400,304883.0439,113678.3339,118531.4516
6/20/2020,3.13,5.7,257.217,290000,304883.0439,112745.2696,118531.4516
6/27/2020,3.13,5.7,257.217,293500,304883.0439,114105.9883,118531.4516
7/4/2020,3.07,6.4,258.543,290000,305661.0778,112167.0283,118224.4647
7/11/2020,3.03,6.4,258.543,297750,305661.0778,115164.5954,118224.4647
7/18/2020,2.98,6.4,258.543,300000,305661.0778,116034.8569,118224.4647
7/25/2020,3.01,6.4,258.543,300000,305661.0778,116034.8569,118224.4647
8/1/2020,2.99,6.4,258.543,299876,308604.5021,115986.8958,119362.9308
8/8/2020,2.88,6.4,259.58,302000,308604.5021,116341.7829,118886.086
8/15/2020,2.96,6.4,259.58,307950,308604.5021,118633.9471,118886.086
8/22/2020,2.99,6.4,259.58,305000,308604.5021,117497.496,118886.086
8/29/2020,2.91,6.4,259.58,308000,308604.5021,118653.209,118886.086
9/5/2020,2.93,6.4,260.19,296000,310846.6134,113763.0193,119469.0854
9/12/2020,2.86,6.4,260.19,305000,310846.6134,117222.0301,119469.0854
9/19/2020,2.87,6.4,260.19,305000,310846.6134,117222.0301,119469.0854
9/26/2020,2.9,6.4,260.19,295050,310846.6134,113397.9015,119469.0854
10/3/2020,2.88,6.5,260.352,300000,314289.0081,115228.6136,120716.9556
10/10/2020,2.87,6.5,260.352,299900,314289.0081,115190.204,120716.9556
10/17/2020,2.81,6.5,260.352,307451,314289.0081,118090.5082,120716.9556
10/24/2020,2.8,6.5,260.352,309900,314289.0081,119031.1578,120716.9556
10/31/2020,2.81,6.5,260.352,302375,314289.0081,116140.8401,120716.9556
11/7/2020,2.78,6.5,260.721,308000,316784.3384,118133.9439,121503.1925
11/14/2020,2.84,6.5,260.721,310000,316784.3384,118901.0475,121503.1925
11/21/2020,2.72,6.5,260.721,300000,316784.3384,115065.5298,121503.1925
12/5/2020,2.71,6.5,261.564,305000,318539.3386,116606.2608,121782.5613
12/12/2020,2.71,6.5,261.564,295000,318539.3386,112783.1047,121782.5613
12/19/2020,2.67,6.5,261.564,300000,318539.3386,114694.6828,121782.5613
12/26/2020,2.66,6.5,261.564,302750,318539.3386,115746.0507,121782.5613
1/2/2021,2.67,6.5,261.564,290500,323760.5002,111062.6845,123778.6929
1/9/2021,2.65,6.8,262.2,298950,323760.5002,114016.0183,123478.4516
1/16/2021,2.79,6.8,262.2,295000,323760.5002,112509.5347,123478.4516
1/23/2021,2.77,6.8,262.2,290000,323760.5002,110602.5934,123478.4516
1/30/2021,2.73,6.8,262.2,287500,323760.5002,109649.1228,123478.4516
2/6/2021,2.73,6.8,263.346,295000,326616.9611,112019.9282,124025.7916
2/13/2021,2.73,6.8,263.346,289950,326616.9611,110102.2989,124025.7916
2/20/2021,2.81,6.8,263.346,298000,326616.9611,113159.1139,124025.7916
2/27/2021,2.97,6.8,263.346,297000,326616.9611,112779.3853,124025.7916
3/6/2021,3.02,6.8,265.028,300000,331985.9686,113195.5869,125264.4885
3/13/2021,3.05,6.8,265.028,310000,331985.9686,116968.7731,125264.4885
3/20/2021,3.09,6.8,265.028,302000,331985.9686,113950.2241,125264.4885
3/27/2021,3.17,6.8,265.028,311000,331985.9686,117346.0917,125264.4885
4/3/2021,3.18,6.2,266.727,320000,334318.3818,119972.8561,125341.0348
4/10/2021,3.13,6.2,266.727,315000,334318.3818,118098.2803,125341.0348
4/17/2021,3.04,6.2,266.727,325000,334318.3818,121847.432,125341.0348
4/24/2021,2.97,6.2,266.727,319600,334318.3818,119822.8901,125341.0348
5/1/2021,2.98,6.2,266.727,329000,341926.7673,123347.0927,128193.5339
5/8/2021,2.96,6.2,268.599,327775,341926.7673,122031.3553,127300.0895
5/15/2021,2.94,6.2,268.599,330000,341926.7673,122859.7277,127300.0895
5/22/2021,3,6.2,268.599,335000,341926.7673,124721.2387,127300.0895
5/29/2021,2.95,6.2,268.599,330000,341926.7673,122859.7277,127300.0895
6/5/2021,2.99,6.2,270.955,331000,347679.4441,122160.5064,128316.305
6/12/2021,2.96,6.2,270.955,332500,347679.4441,122714.1038,128316.305
6/19/2021,2.93,6.2,270.955,340000,347679.4441,125482.0911,128316.305
6/26/2021,3.02,6.2,270.955,340000,347679.4441,125482.0911,128316.305
7/3/2021,2.98,5.8,272.184,338250,351495.4405,124272.5509,129138.9062
7/10/2021,2.9,5.8,272.184,335000,351495.4405,123078.5057,129138.9062
7/17/2021,2.88,5.8,272.184,340000,351495.4405,124915.4983,129138.9062
7/24/2021,2.78,5.8,272.184,337000,351495.4405,123813.3028,129138.9062
7/31/2021,2.8,5.8,272.184,338000,351495.4405,124180.7013,129138.9062
8/7/2021,2.77,5.8,273.092,344450,351197.3012,126129.6559,128600.3622
8/14/2021,2.87,5.8,273.092,339000,351197.3012,124133.9915,128600.3622
8/21/2021,2.86,5.8,273.092,341000,351197.3012,124866.3454,128600.3622
8/28/2021,2.87,5.8,273.092,340000,351197.3012,124500.1684,128600.3622
9/4/2021,2.87,5.8,274.214,338000,351354.4277,123261.3944,128131.4695
9/11/2021,2.88,5.8,274.214,335500,351354.4277,122349.6977,128131.4695
9/18/2021,2.86,5.8,274.214,340000,351354.4277,123990.7517,128131.4695
9/25/2021,2.88,5.8,274.214,335000,351354.4277,122167.3583,128131.4695
10/2/2021,3.01,5.8,274.214,334972,351939.1377,122157.1473,128344.7008
10/9/2021,2.99,5.6,276.59,325000,351939.1377,117502.4404,127242.1771
10/16/2021,3.05,5.6,276.59,334900,351939.1377,121081.7455,127242.1771
10/23/2021,3.09,5.6,276.59,335000,351939.1377,121117.9001,127242.1771
10/30/2021,3.14,5.6,276.59,328000,351939.1377,118587.0783,127242.1771
11/6/2021,3.09,5.6,278.524,335000,353648.1943,120276.8882,126972.2517
11/20/2021,3.1,5.6,278.524,335000,353648.1943,120276.8882,126972.2517
12/4/2021,3.11,5.6,280.126,325000,357519.136,116019.2199,127627.9731
12/11/2021,3.1,5.6,280.126,329000,357519.136,117447.1488,127627.9731
12/18/2021,3.12,5.6,280.126,315000,357519.136,112449.3978,127627.9731
12/25/2021,3.05,5.6,280.126,325000,357519.136,116019.2199,127627.9731
1/1/2022,3.11,5.6,280.126,316000,360177.478,112806.38,128576.954
1/8/2022,3.22,5.8,281.933,320000,360177.478,113502.1441,127752.8626
1/15/2022,3.45,5.8,281.933,325000,360177.478,115275.6151,127752.8626
1/22/2022,3.56,5.8,281.933,334900,360177.478,118787.0877,127752.8626
1/29/2022,3.55,5.8,281.933,320000,360177.478,113502.1441,127752.8626
2/5/2022,3.55,5.8,284.182,317000,366569.4442,111548.2332,128991.0846
2/12/2022,3.69,5.8,284.182,314100,366569.4442,110527.7604,128991.0846
2/19/2022,3.92,5.8,284.182,325000,366569.4442,114363.3305,128991.0846
2/26/2022,3.89,5.8,284.182,320000,366569.4442,112603.8947,128991.0846
3/5/2022,3.76,5.8,287.708,320000,373251.7899,111223.8798,129732.8506
3/12/2022,3.85,5.8,287.708,320000,373251.7899,111223.8798,129732.8506
3/19/2022,4.16,5.8,287.708,339939,373251.7899,118154.1702,129732.8506
3/26/2022,4.42,5.8,287.708,335000,373251.7899,116437.4991,129732.8506
4/2/2022,4.67,5.8,287.708,345000,377217.5783,119913.2454,131111.2581
4/9/2022,4.72,5.6,288.663,340500,377217.5783,117957.6184,130677.4953
4/16/2022,5,5.6,288.663,351500,377217.5783,121768.2904,130677.4953
4/23/2022,5.11,5.6,288.663,357000,377217.5783,123673.6263,130677.4953
4/30/2022,5.1,5.6,288.663,360000,377217.5783,124712.9005,130677.4953
5/7/2022,5.27,5.6,291.474,360000,380135.5648,123510.1587,130418.3443
5/14/2022,5.3,5.6,291.474,360000,380135.5648,123510.1587,130418.3443
5/21/2022,5.25,5.6,291.474,354900,380135.5648,121760.4315,130418.3443
5/28/2022,5.1,5.6,291.474,370000,380135.5648,126940.9965,130418.3443
6/4/2022,5.09,5.6,295.328,375000,379867.7468,126977.4623,128625.7134
6/11/2022,5.23,5.6,295.328,363000,379867.7468,122914.1836,128625.7134
6/18/2022,5.78,5.6,295.328,365000,379867.7468,123591.3967,128625.7134
6/25/2022,5.81,5.6,295.328,366000,379867.7468,123930.0033,128625.7134
7/2/2022,5.7,5.6,295.328,375000,375914.0887,126977.4623,127286.9788
7/9/2022,5.3,5.6,295.271,375000,375914.0887,127001.9745,127311.5506
7/16/2022,5.51,5.6,295.271,375000,375914.0887,127001.9745,127311.5506
7/23/2022,5.54,5.6,295.271,365000,375914.0887,123615.2551,127311.5506
7/30/2022,5.3,5.6,295.271,355000,375914.0887,120228.5358,127311.5506
8/6/2022,4.99,5.6,295.62,365000,372300.4578,123469.3187,125938.86
8/13/2022,5.22,5.6,295.62,361250,372300.4578,122200.7983,125938.86
8/20/2022,5.13,5.6,295.62,355000,372300.4578,120086.5977,125938.86
8/27/2022,5.55,5.6,295.62,350000,372300.4578,118395.2371,125938.86
9/3/2022,5.66,5.6,296.761,356500,371712.0136,120130.3406,125256.3557
